pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job,year
308,2,40,1983,6,1,1,1,0.0,1,1,1,1,3,6,8,46.0,739,2001,2,0,0,2024
309,1,50,1973,5,2,2,0,,1,1,2,16,7,8,8,38.0,532,1998,3,0,0,2024
310,1,45,1978,5,1,1,3,15.0,1,1,1,7,4,6,3,44.0,663,2000,4,0,0,2024
311,1,24,1999,4,2,2,0,,1,1,1,14,6,1,8,19.0,603,2017,1,0,0,2024
312,1,22,2001,6,2,2,0,,1,1,1,14,3,10,8,35.0,278,2019,4,0,0,2024
313,1,38,1985,7,1,2,0,,1,1,1,11,1,8,3,39.0,82,2003,4,0,0,2024
314,1,58,1965,4,1,1,3,12.0,1,1,5,13,6,4,3,41.0,230,2018,4,0,0,2024
315,1,23,2000,5,2,2,0,,1,1,2,12,2,2,2,48.0,443,2019,4,0,0,2024
316,1,24,1999,5,2,2,0,,1,1,3,15,6,11,3,35.0,356,2023,2,1,1,2024
317,1,49,1974,5,1,2,0,,1,1,1,8,4,4,8,23.0,402,2010,3,0,0,2024
318,2,40,1983,5,1,2,0,,1,1,1,13,7,11,3,32.0,89,2012,4,0,0,2024
319,1,31,1992,5,2,2,0,,1,1,5,17,3,10,8,37.0,426,2010,3,0,0,2024
320,2,30,1993,5,2,2,0,,1,1,1,17,3,12,1,43.0,209,2011,4,0,0,2024
321,2,48,1975,4,1,2,0,,1,1,3,3,6,8,8,43.0,293,2011,3,0,0,2024
322,1,42,1981,5,1,2,0,,1,1,1,9,6,3,3,31.0,626,2010,3,0,0,2024
323,1,47,1976,6,2,2,0,,1,1,1,9,1,1,8,48.0,255,2022,4,0,0,2024
324,1,33,1990,3,1,1,2,17.0,1,1,1,11,6,3,8,28.0,250,2020,2,0,0,2024
325,2,43,1980,5,2,2,0,,1,1,1,11,4,6,3,60.0,557,2020,4,0,0,2024
326,2,56,1967,4,1,1,2,1.0,1,1,1,15,7,8,8,38.0,525,2009,4,0,0,2024
327,2,34,1989,6,2,2,0,,1,1,1,10,5,11,8,30.0,401,2023,4,1,1,2024
328,1,37,1986,5,2,2,0,,1,1,1,12,6,2,8,36.0,746,2004,4,0,0,2024
329,2,28,1995,5,2,2,0,,1,1,1,16,3,8,2,32.0,154,2013,3,0,0,2024
330,1,47,1976,4,1,1,3,6.0,1,1,4,2,2,2,8,33.0,205,2023,4,1,1,2024
331,2,23,2000,5,2,2,0,,1,1,1,11,6,6,8,46.0,157,2018,4,0,0,2024
332,1,31,1992,7,2,2,0,,1,1,3,7,1,1,8,48.0,155,2010,4,0,0,2024
333,2,50,1973,5,1,1,3,1.0,1,1,1,16,5,5,3,37.0,507,2009,3,0,0,2024
334,2,22,2001,5,2,2,0,,1,1,1,10,7,8,2,38.0,224,2020,1,0,0,2024
335,1,61,1962,5,1,1,2,0.0,1,1,1,11,7,9,8,30.0,130,2007,3,0,0,2024
336,2,38,1985,5,2,2,0,,1,1,4,13,6,10,8,48.0,522,2016,3,0,0,2024
337,1,37,1986,5,2,2,0,,1,1,2,5,4,7,8,36.0,541,2004,3,0,0,2024
338,2,43,1980,5,1,1,1,16.0,1,1,4,10,6,4,1,48.0,668,2022,1,0,0,2024
339,1,47,1976,4,1,2,0,,1,1,1,14,1,11,1,41.0,363,2023,2,1,1,2024
340,2,40,1983,5,2,2,0,,1,1,2,14,6,12,1,36.0,278,2010,3,0,0,2024
341,1,57,1966,6,1,1,2,0.0,1,1,2,4,2,12,8,31.0,590,2004,4,0,0,2024
342,2,60,1963,6,1,1,2,13.0,1,1,5,15,6,10,8,54.0,643,2001,1,0,0,2024
343,2,30,1993,6,2,2,0,,1,1,1,3,3,10,8,44.0,365,2011,4,0,0,2024
344,2,50,1973,5,1,2,0,,1,1,4,5,6,1,8,40.0,469,1993,4,0,0,2024
345,2,34,1989,4,2,2,0,,1,1,1,15,5,7,8,48.0,196,2019,3,0,0,2024
346,2,61,1962,5,1,1,1,16.0,1,1,3,11,7,5,1,41.0,302,2002,4,0,0,2024
347,2,32,1991,7,1,1,1,0.0,1,1,1,10,6,4,8,37.0,519,2019,3,0,0,2024
348,1,33,1990,5,2,2,0,,1,1,1,10,7,1,1,28.0,721,2009,2,0,0,2024
349,2,50,1973,5,2,2,0,,1,1,1,17,2,3,2,29.0,671,1999,3,0,0,2024
350,1,53,1970,5,1,2,0,,1,1,3,4,3,11,1,47.0,645,2005,4,0,0,2024
351,2,27,1996,5,2,2,0,,1,1,1,6,4,11,8,35.0,464,2014,3,0,0,2024
352,1,44,1979,6,1,1,1,13.0,1,1,1,9,1,9,8,32.0,453,1997,4,0,0,2024
353,2,35,1988,5,1,1,1,5.0,1,1,1,15,1,2,8,46.0,151,2006,2,0,0,2024
354,2,46,1977,5,1,1,2,18.0,1,1,2,10,1,9,8,37.0,285,2001,4,0,0,2024
355,1,44,1979,4,1,1,3,7.0,1,1,1,13,6,2,2,36.0,336,2001,2,0,0,2024
356,1,61,1962,5,1,1,3,17.0,1,1,2,14,4,9,8,29.0,569,1997,4,0,0,2024
357,2,59,1964,5,1,2,0,,1,1,1,16,6,1,8,30.0,640,2015,4,0,0,2024
358,2,48,1975,6,1,2,0,,1,1,2,8,6,4,1,40.0,601,2012,4,0,0,2024
359,1,49,1974,5,1,1,2,0.0,1,1,2,8,1,2,2,39.0,740,2011,4,0,0,2024
360,2,57,1966,5,1,1,1,16.0,1,1,2,2,6,12,8,37.0,441,1999,4,0,0,2024
361,2,29,1994,5,2,2,0,,1,1,3,2,2,7,8,52.0,262,2022,4,0,0,2024
362,1,51,1972,5,1,2,0,,1,1,1,9,3,12,8,40.0,422,2017,4,0,0,2024
363,1,52,1971,5,1,1,3,9.0,1,1,1,13,7,1,8,43.0,257,1998,3,0,0,2024
364,1,27,1996,3,2,2,0,,1,1,2,15,3,9,3,30.0,649,2014,4,0,0,2024
365,2,57,1966,6,1,1,3,17.0,1,1,1,7,7,6,2,38.0,429,2004,4,0,0,2024
366,1,49,1974,5,1,1,3,15.0,1,1,1,10,4,6,1,38.0,429,1995,4,0,0,2024
367,2,35,1988,5,2,2,0,,1,1,2,14,1,11,8,35.0,618,2006,4,0,0,2024
368,2,41,1982,4,1,1,2,9.0,1,1,1,6,6,1,3,57.0,302,2000,4,0,0,2024
369,1,41,1982,5,2,2,0,,1,1,1,3,1,12,3,38.0,686,2022,4,0,0,2024
370,2,58,1965,5,2,2,0,,1,1,5,16,5,1,8,42.0,145,2022,2,0,0,2024
371,2,60,1963,6,1,1,2,9.0,1,1,1,10,4,5,3,44.0,418,2011,3,0,0,2024
372,1,54,1969,3,1,2,0,,1,1,1,3,1,2,3,39.0,463,1997,4,0,0,2024
373,1,48,1975,7,1,1,2,2.0,1,1,1,5,4,7,8,40.0,590,1994,3,0,0,2024
374,1,26,1997,5,2,2,0,,1,1,1,6,3,8,1,46.0,150,2018,3,0,0,2024
375,1,58,1965,4,1,2,0,,1,1,2,4,1,8,3,29.0,147,1996,4,0,0,2024
376,1,27,1996,4,1,1,2,18.0,1,1,2,8,4,10,3,52.0,709,2014,3,0,0,2024
377,2,28,1995,4,2,2,0,,1,1,1,14,1,10,8,43.0,341,2013,4,0,0,2024
378,1,24,1999,6,2,2,0,,1,1,1,13,4,12,8,52.0,446,2017,4,0,0,2024
379,1,59,1964,4,1,2,0,,1,1,1,16,2,6,3,45.0,278,2020,4,0,0,2024
380,2,41,1982,5,1,2,0,,1,1,1,15,6,3,8,26.0,541,2007,4,0,0,2024
381,2,31,1992,5,1,2,0,,1,1,2,6,7,2,8,33.0,455,2022,2,0,0,2024
382,2,25,1998,6,2,2,0,,1,1,2,1,7,4,2,37.0,462,2016,4,0,0,2024
383,2,38,1985,5,2,2,0,,1,1,1,3,7,8,1,28.0,198,2003,4,0,0,2024
384,1,50,1973,5,1,1,2,16.0,1,1,3,14,1,1,8,38.0,419,2001,4,0,0,2024
385,1,61,1962,4,1,1,3,5.0,1,1,2,6,4,12,8,30.0,189,2023,2,1,1,2024
386,2,44,1979,6,1,1,1,2.0,1,1,1,13,2,12,1,37.0,341,2002,4,0,0,2024
387,2,46,1977,4,2,2,0,,1,1,2,8,1,2,8,33.0,180,2021,2,0,0,2024
388,2,55,1968,3,1,1,1,1.0,1,1,2,16,3,10,2,38.0,356,2004,4,0,0,2024
389,1,58,1965,7,1,1,2,9.0,1,1,1,9,4,8,3,49.0,687,2007,4,0,0,2024
390,2,33,1990,4,1,2,0,,1,1,1,16,3,6,8,34.0,479,2008,2,0,0,2024
391,2,61,1962,3,1,1,1,14.0,1,1,2,5,1,9,3,41.0,363,2015,3,0,0,2024
392,1,42,1981,5,2,2,0,,1,1,4,14,3,7,1,33.0,417,2000,4,0,0,2024
393,2,59,1964,5,1,1,3,12.0,1,1,1,9,2,4,3,44.0,404,2003,3,0,0,2024
394,2,26,1997,3,1,1,1,6.0,1,1,1,4,1,7,2,35.0,517,2015,3,0,0,2024
395,1,25,1998,5,2,2,0,,1,1,2,4,4,2,1,43.0,492,2020,2,0,0,2024
396,1,57,1966,5,1,2,0,,1,1,1,6,1,4,3,24.0,230,2019,3,0,0,2024
397,2,48,1975,5,1,2,0,,1,1,1,3,7,12,8,29.0,427,2011,4,0,0,2024
398,1,29,1994,4,1,1,3,3.0,1,1,1,16,6,3,2,44.0,116,2012,4,0,0,2024
399,1,57,1966,5,2,2,0,,1,1,4,4,7,8,3,50.0,555,1992,3,0,0,2024
400,1,26,1997,6,2,2,0,,1,1,3,11,1,4,8,48.0,234,2023,2,1,1,2024
401,1,49,1974,4,1,1,2,19.0,1,1,4,10,4,6,8,42.0,634,2007,4,0,0,2024
402,2,30,1993,4,2,2,0,,1,1,1,10,6,3,8,35.0,80,2013,4,0,0,2024
403,2,24,1999,2,2,2,0,,1,1,1,11,5,7,8,30.0,729,2017,1,0,0,2024
404,1,54,1969,5,1,1,1,19.0,1,1,1,16,3,7,8,38.0,126,2017,3,0,0,2024
405,2,55,1968,4,1,1,2,1.0,1,1,1,17,6,8,3,31.0,193,2019,4,0,0,2024
406,2,26,1997,5,1,1,3,10.0,1,1,1,15,3,4,2,36.0,477,2015,1,0,0,2024
407,1,25,1998,7,2,2,0,,1,1,2,8,7,7,1,43.0,487,2022,2,0,0,2024
408,2,46,1977,4,1,1,3,7.0,1,1,2,13,1,9,8,35.0,342,1996,4,0,0,2024
409,1,23,2000,5,2,2,0,,1,1,2,4,5,9,2,36.0,624,2018,2,0,0,2024
410,2,51,1972,4,1,2,0,,1,1,1,15,1,7,8,38.0,296,2003,3,0,0,2024
411,2,58,1965,2,1,1,3,7.0,1,1,1,4,7,4,3,43.0,356,1993,3,0,0,2024
412,2,52,1971,5,1,1,2,3.0,1,1,1,2,3,7,8,37.0,354,1998,3,0,0,2024
413,1,31,1992,5,2,2,0,,1,1,1,15,1,7,3,49.0,303,2017,4,0,0,2024
414,2,29,1994,6,2,2,0,,1,1,1,13,6,12,1,46.0,80,2012,2,0,0,2024
415,1,49,1974,5,2,2,0,,1,1,1,3,7,5,8,50.0,504,2016,4,0,0,2024
416,1,24,1999,4,2,2,0,,1,1,4,17,7,4,8,43.0,577,2022,2,0,0,2024
417,1,43,1980,5,1,1,2,1.0,1,1,1,2,4,9,2,52.0,629,2002,3,0,0,2024
418,2,39,1984,4,2,2,0,,1,1,1,1,1,8,8,41.0,215,2014,4,0,0,2024
419,1,51,1972,6,1,1,3,6.0,1,1,1,17,2,6,8,44.0,320,2003,4,0,0,2024
420,2,30,1993,5,1,1,1,15.0,1,1,2,4,1,1,8,27.0,559,2011,2,0,0,2024
421,2,52,1971,5,1,1,3,8.0,1,1,1,4,1,9,8,43.0,466,1992,4,0,0,2024
422,1,49,1974,5,1,1,1,16.0,1,1,1,14,2,9,8,45.0,585,1994,4,0,0,2024
423,1,31,1992,5,2,2,0,,1,1,1,11,4,12,8,43.0,506,2010,4,0,0,2024
424,1,36,1987,5,1,1,1,12.0,1,1,1,9,6,7,3,47.0,644,2005,3,0,0,2024
425,2,24,1999,3,1,1,2,14.0,1,1,2,17,5,7,1,42.0,834,2017,2,0,0,2024
426,2,39,1984,2,1,1,1,3.0,1,1,1,2,2,3,8,39.0,490,2021,3,0,0,2024
427,1,32,1991,3,1,2,0,,1,1,1,16,5,6,1,50.0,254,2023,3,1,1,2024
428,2,26,1997,5,1,2,0,,1,1,2,5,2,1,8,31.0,545,2015,3,0,0,2024
429,1,44,1979,5,1,2,0,,1,1,1,11,4,7,1,46.0,397,2018,4,0,0,2024
430,2,44,1979,3,2,2,0,,1,1,2,6,7,9,3,40.0,443,1999,4,0,0,2024
431,2,25,1998,5,2,2,0,,1,1,1,5,1,10,8,43.0,471,2020,3,0,0,2024
432,2,29,1994,5,2,2,0,,1,1,2,6,7,8,8,36.0,251,2012,2,0,0,2024
433,2,25,1998,3,2,2,0,,1,1,1,10,2,10,8,45.0,281,2023,4,1,1,2024
434,2,49,1974,6,1,1,2,10.0,1,1,1,15,5,8,3,32.0,562,1992,4,0,0,2024
435,1,35,1988,5,1,1,2,5.0,1,1,1,2,2,10,3,37.0,345,2006,3,0,0,2024
436,1,24,1999,5,2,2,0,,1,1,5,12,2,6,1,42.0,603,2017,4,0,0,2024
437,1,29,1994,5,2,2,0,,1,1,1,15,4,8,3,33.0,208,2014,3,0,0,2024
438,1,61,1962,5,1,1,2,0.0,1,1,4,13,3,8,2,48.0,242,1997,4,0,0,2024
439,2,32,1991,6,1,1,2,6.0,1,1,4,17,4,7,3,48.0,724,2009,4,0,0,2024
440,2,49,1974,5,1,1,2,8.0,1,1,1,1,2,7,8,35.0,146,1993,4,0,0,2024
441,2,40,1983,5,2,2,0,,1,1,1,7,7,10,8,45.0,499,2003,4,0,0,2024
442,1,29,1994,6,2,2,0,,1,1,1,8,5,3,8,36.0,715,2023,4,1,1,2024
443,2,34,1989,6,1,1,1,15.0,1,1,5,10,6,4,8,52.0,351,2007,4,0,0,2024
444,1,22,2001,6,2,2,0,,1,1,2,6,6,7,1,22.0,795,2023,3,1,1,2024
445,1,51,1972,4,1,1,3,17.0,1,1,1,5,6,8,8,46.0,538,1998,1,0,0,2024
446,2,35,1988,4,2,2,0,,1,1,1,15,1,7,8,47.0,420,2010,4,0,0,2024
447,2,41,1982,5,1,1,1,16.0,1,1,3,4,5,3,2,35.0,376,2016,2,0,0,2024
448,2,28,1995,5,1,2,0,,1,1,1,17,7,10,8,43.0,85,2013,3,0,0,2024
449,1,54,1969,5,1,2,0,,1,1,1,1,1,7,3,35.0,305,1997,4,0,0,2024
450,2,30,1993,5,2,2,0,,1,1,1,8,4,6,2,35.0,493,2011,4,0,0,2024
451,1,44,1979,4,1,1,3,8.0,1,1,1,11,2,11,8,48.0,543,2001,3,0,0,2024
452,2,56,1967,4,1,2,0,,1,1,4,17,6,6,1,52.0,806,1997,3,0,0,2024
453,2,50,1973,5,1,2,0,,1,1,2,13,7,2,8,33.0,542,2009,3,0,0,2024
454,1,46,1977,4,2,2,0,,1,1,1,1,1,12,8,48.0,540,1998,4,0,0,2024
455,1,57,1966,5,1,1,1,2.0,1,1,1,13,6,5,8,47.0,760,2007,3,0,0,2024
456,1,29,1994,5,2,2,0,,1,1,2,6,3,11,8,28.0,548,2012,4,0,0,2024
457,2,60,1963,5,1,2,0,,1,1,1,15,7,7,8,35.0,383,2017,3,0,0,2024
458,1,44,1979,5,1,1,2,14.0,1,1,1,14,1,3,8,32.0,427,2013,2,0,0,2024
459,2,38,1985,5,2,2,0,,1,1,1,4,2,5,3,41.0,348,2015,4,0,0,2024
460,2,32,1991,5,1,1,1,1.0,1,1,2,7,6,11,8,34.0,515,2009,4,0,0,2024
461,2,51,1972,4,1,1,3,12.0,1,1,5,14,6,12,8,40.0,369,1997,3,0,0,2024
462,1,61,1962,5,1,2,0,,1,1,2,16,1,2,8,47.0,599,2018,1,0,0,2024
463,2,49,1974,5,1,2,0,,1,1,1,11,2,12,8,44.0,281,2000,4,0,0,2024
464,1,23,2000,4,2,2,0,,1,1,2,4,3,11,3,35.0,514,2023,2,1,1,2024
465,2,40,1983,5,1,1,1,15.0,1,1,1,7,1,8,8,47.0,727,2001,2,0,0,2024
466,2,51,1972,6,1,2,0,,1,1,3,14,6,3,8,47.0,432,2002,3,0,0,2024
467,2,37,1986,4,1,2,0,,1,1,1,11,5,8,8,48.0,914,2017,4,0,0,2024
468,2,52,1971,5,1,2,0,,1,1,1,4,6,6,8,47.0,523,2003,3,0,0,2024
469,1,50,1973,7,1,1,3,2.0,1,1,1,5,4,2,3,31.0,447,2015,4,0,0,2024
470,1,24,1999,6,2,2,0,,1,1,1,4,5,12,8,47.0,441,2017,4,0,0,2024
471,1,44,1979,5,1,1,2,10.0,1,1,1,8,5,8,2,37.0,363,1997,4,0,0,2024
472,1,28,1995,5,2,2,0,,1,1,1,8,5,2,2,37.0,84,2013,1,0,0,2024
473,1,41,1982,7,1,1,3,11.0,1,1,2,10,4,5,8,40.0,558,2000,3,0,0,2024
474,1,37,1986,5,1,1,2,13.0,1,1,3,17,5,11,2,40.0,844,2008,3,0,0,2024
475,1,54,1969,3,1,2,0,,1,1,1,12,5,6,1,25.0,448,2011,4,0,0,2024
476,1,56,1967,2,1,1,3,7.0,1,1,1,10,5,6,1,44.0,571,1992,4,0,0,2024
477,1,40,1983,5,2,2,0,,1,1,1,7,7,2,8,41.0,338,2003,3,0,0,2024
478,2,43,1980,5,1,2,0,,1,1,1,11,3,2,8,42.0,616,1998,4,0,0,2024
479,2,47,1976,4,1,1,3,1.0,1,1,1,17,7,12,2,28.0,361,2020,4,0,0,2024
480,1,48,1975,5,1,1,3,7.0,1,1,4,1,1,12,8,33.0,457,2006,1,0,0,2024
481,1,47,1976,5,1,1,2,5.0,1,1,5,6,4,2,2,37.0,114,1997,3,0,0,2024
482,1,53,1970,5,1,1,3,8.0,1,1,1,1,4,7,8,43.0,343,1997,4,0,0,2024
483,2,61,1962,6,1,1,3,16.0,1,1,2,4,7,9,8,47.0,569,2000,4,0,0,2024
484,1,55,1968,5,1,2,0,,1,1,2,2,1,11,2,34.0,735,2017,3,0,0,2024
485,1,27,1996,7,2,2,0,,1,1,1,11,2,7,3,46.0,671,2014,4,0,0,2024
486,1,41,1982,6,1,1,1,14.0,1,1,2,14,4,11,8,35.0,137,2018,4,0,0,2024
487,1,40,1983,4,1,1,3,10.0,1,1,1,16,6,2,1,36.0,174,2001,4,0,0,2024
488,1,42,1981,5,2,2,0,,1,1,1,5,4,1,3,39.0,502,2003,3,0,0,2024
489,2,43,1980,2,1,1,3,5.0,1,1,5,12,5,6,3,36.0,255,2016,4,0,0,2024
490,2,50,1973,7,1,2,0,,1,1,2,6,2,4,2,43.0,566,2000,4,0,0,2024
491,2,38,1985,4,1,1,3,8.0,1,1,1,6,7,10,8,34.0,123,2023,2,1,1,2024
492,2,32,1991,5,1,1,1,12.0,1,1,1,11,6,5,2,44.0,566,2020,4,0,0,2024
493,2,40,1983,6,2,2,0,,1,1,4,12,1,5,8,41.0,433,2019,2,0,0,2024
494,1,56,1967,4,1,1,2,6.0,1,1,1,10,5,7,3,30.0,491,2015,4,0,0,2024
495,2,34,1989,6,2,2,0,,1,1,4,2,1,12,8,47.0,274,2019,1,0,0,2024
496,1,22,2001,2,2,2,0,,1,1,3,7,4,1,8,43.0,87,2019,4,0,0,2024
497,1,61,1962,5,1,2,0,,1,1,1,5,5,7,2,42.0,541,1995,4,0,0,2024
498,2,29,1994,5,1,1,1,9.0,1,1,2,1,7,5,1,36.0,604,2020,4,0,0,2024
499,1,46,1977,5,1,1,3,12.0,1,1,2,1,1,1,8,28.0,700,2003,4,0,0,2024
500,1,54,1969,5,1,1,2,5.0,1,1,2,8,3,10,8,43.0,382,2009,4,0,0,2024
501,2,32,1991,6,1,1,1,18.0,1,1,1,2,5,11,3,61.0,605,2009,3,0,0,2024
502,2,35,1988,5,1,2,0,,1,1,1,13,2,3,8,19.0,548,2007,4,0,0,2024
503,2,33,1990,5,2,2,0,,1,1,1,1,5,10,8,47.0,691,2008,4,0,0,2024
504,1,27,1996,6,1,2,0,,1,1,2,4,2,9,2,31.0,457,2014,4,0,0,2024
505,1,28,1995,5,1,1,2,16.0,1,1,2,17,2,9,8,45.0,122,2017,4,0,0,2024
506,2,29,1994,2,1,2,0,,1,1,2,13,4,6,2,32.0,363,2012,4,0,0,2024
507,1,40,1983,6,1,2,0,,1,1,1,10,5,4,8,45.0,490,2013,2,0,0,2024
508,2,43,1980,2,1,1,2,6.0,1,1,1,1,2,1,2,49.0,496,2016,4,0,0,2024
509,1,22,2001,5,2,2,0,,1,1,1,1,7,1,1,40.0,138,2022,3,0,0,2024
510,1,55,1968,5,1,1,1,7.0,1,1,2,16,7,3,8,44.0,413,2021,3,0,0,2024
511,1,49,1974,5,1,2,0,,1,1,1,14,1,7,3,42.0,603,2010,4,0,0,2024
512,2,24,1999,3,2,2,0,,1,1,2,17,3,2,8,34.0,388,2018,2,0,0,2024
513,1,55,1968,4,1,1,1,18.0,1,1,1,14,4,9,8,39.0,367,2003,4,0,0,2024
514,1,23,2000,5,2,2,0,,1,1,1,1,4,8,3,44.0,738,2018,4,0,0,2024
515,1,44,1979,3,1,1,1,19.0,1,1,4,14,2,5,3,50.0,312,2023,4,1,1,2024
516,1,40,1983,5,2,2,0,,1,1,1,8,4,2,8,35.0,797,2022,3,0,0,2024
517,1,42,1981,5,1,1,1,16.0,1,1,1,12,7,7,2,44.0,492,2008,4,0,0,2024
518,2,60,1963,5,1,1,3,14.0,1,1,2,8,3,10,8,37.0,483,2016,4,0,0,2024
519,1,59,1964,4,1,1,1,13.0,1,1,1,13,2,5,8,45.0,512,2010,4,0,0,2024
520,2,33,1990,5,1,2,0,,1,1,4,15,6,10,3,46.0,488,2008,2,0,0,2024
521,2,45,1978,7,1,1,2,6.0,1,1,4,17,4,4,8,39.0,505,2020,3,0,0,2024
522,1,60,1963,5,1,1,3,4.0,1,1,2,10,5,1,8,43.0,302,1998,4,0,0,2024
523,1,51,1972,2,1,1,1,14.0,1,1,1,5,5,8,8,28.0,410,2017,4,0,0,2024
524,2,57,1966,4,1,1,1,11.0,1,1,1,11,6,11,8,45.0,375,2018,3,0,0,2024
525,1,39,1984,5,2,2,0,,1,1,4,9,6,11,3,43.0,471,2013,2,0,0,2024
526,1,33,1990,7,1,2,0,,1,1,1,4,5,12,8,48.0,333,2013,4,0,0,2024
527,2,42,1981,5,1,1,1,15.0,1,1,4,13,4,2,1,25.0,92,2022,2,0,0,2024
528,2,54,1969,2,1,1,3,15.0,1,1,2,2,4,1,3,39.0,424,1996,4,0,0,2024
529,2,59,1964,5,1,1,2,9.0,1,1,1,7,2,7,2,30.0,291,1994,4,0,0,2024
530,1,49,1974,3,1,1,2,15.0,1,1,1,12,4,12,1,31.0,89,2001,4,0,0,2024
531,2,50,1973,4,1,1,1,11.0,1,1,2,16,5,12,8,24.0,392,2023,2,1,1,2024
532,2,42,1981,7,1,1,2,11.0,1,1,1,11,6,4,8,42.0,311,1999,4,0,0,2024
533,1,34,1989,5,1,1,3,14.0,1,1,1,17,6,5,8,35.0,707,2007,3,0,0,2024
534,2,38,1985,3,2,2,0,,1,1,2,15,3,8,8,41.0,350,2019,4,0,0,2024
535,1,41,1982,5,2,2,0,,1,1,1,5,6,11,8,41.0,538,2010,3,0,0,2024
536,1,54,1969,4,1,1,3,17.0,1,1,1,15,4,3,8,43.0,717,1998,3,0,0,2024
537,1,44,1979,3,1,2,0,,1,1,2,6,3,12,8,45.0,302,2019,4,0,0,2024
538,1,53,1970,5,2,2,0,,1,1,2,11,2,10,8,50.0,463,2019,3,0,0,2024
539,1,23,2000,5,1,1,3,18.0,1,1,1,4,2,1,8,40.0,805,2018,3,0,0,2024
540,2,52,1971,5,1,2,0,,1,1,4,10,5,11,2,37.0,527,2011,3,0,0,2024
541,2,42,1981,6,2,2,0,,1,1,4,12,2,8,8,31.0,491,2008,4,0,0,2024
542,2,61,1962,4,1,1,2,0.0,1,1,1,16,1,12,8,44.0,282,1999,4,0,0,2024
543,2,40,1983,6,1,1,2,1.0,1,1,1,17,2,3,3,34.0,627,2005,3,0,0,2024
544,2,41,1982,5,1,1,2,13.0,1,1,2,14,7,12,3,41.0,388,2000,4,0,0,2024
545,1,27,1996,4,1,1,2,18.0,1,1,1,10,2,1,8,56.0,80,2023,4,1,1,2024
546,1,54,1969,6,1,1,3,7.0,1,1,3,16,2,1,3,28.0,387,2023,1,1,1,2024
547,1,50,1973,2,1,2,0,,1,1,1,2,3,6,8,31.0,240,2014,4,0,0,2024
548,1,56,1967,5,1,2,0,,1,1,1,17,3,8,8,41.0,387,2015,3,0,0,2024
549,2,25,1998,5,1,1,2,10.0,1,1,1,4,7,3,3,31.0,243,2016,4,0,0,2024
550,1,30,1993,4,2,2,0,,1,1,1,7,2,4,8,50.0,575,2011,3,0,0,2024
551,1,57,1966,6,1,1,2,10.0,1,1,4,16,3,5,3,32.0,397,2017,4,0,0,2024
552,1,23,2000,4,2,2,0,,1,1,1,13,3,2,3,39.0,239,2018,4,0,0,2024
553,1,42,1981,6,2,2,0,,1,1,4,15,2,3,3,43.0,406,2015,3,0,0,2024
554,2,38,1985,3,2,2,0,,1,1,1,12,3,2,8,29.0,653,2012,4,0,0,2024
555,1,59,1964,4,1,1,3,16.0,1,1,2,11,2,12,1,40.0,625,2016,4,0,0,2024
556,1,56,1967,5,1,1,3,0.0,1,1,4,3,6,12,2,51.0,295,2016,2,0,0,2024
557,1,57,1966,6,2,2,0,,1,1,1,17,6,8,8,44.0,217,2004,4,0,0,2024
558,1,33,1990,3,2,2,0,,1,1,1,11,2,9,3,37.0,685,2018,4,0,0,2024
559,2,45,1978,6,1,1,2,2.0,1,1,3,12,4,2,8,45.0,445,2017,4,0,0,2024
560,1,50,1973,4,1,2,0,,1,1,3,8,2,1,2,22.0,476,1996,4,0,0,2024
561,1,60,1963,5,1,1,2,0.0,1,1,1,17,7,5,8,35.0,316,2021,3,0,0,2024
562,1,22,2001,5,1,1,1,17.0,1,1,1,8,1,12,3,28.0,437,2020,1,0,0,2024
563,2,61,1962,3,1,1,2,17.0,1,1,3,4,3,6,8,42.0,719,2019,4,0,0,2024
564,2,36,1987,6,1,1,1,15.0,1,1,1,4,3,10,3,41.0,464,2005,4,0,0,2024
565,2,27,1996,5,2,2,0,,1,1,2,12,3,5,8,33.0,604,2014,4,0,0,2024
566,2,46,1977,5,1,2,0,,1,1,1,13,7,4,8,48.0,404,2001,4,0,0,2024
567,2,53,1970,5,1,2,0,,1,1,1,4,4,10,8,24.0,276,2001,4,0,0,2024
568,1,27,1996,5,2,2,0,,1,1,3,12,3,6,2,53.0,307,2020,4,0,0,2024
569,1,23,2000,5,2,2,0,,1,1,1,17,6,9,2,48.0,236,2018,3,0,0,2024
570,1,57,1966,6,1,1,3,8.0,1,1,4,10,6,9,2,41.0,484,2002,3,0,0,2024
571,1,59,1964,5,1,1,3,8.0,1,1,1,17,2,9,3,36.0,740,2001,3,0,0,2024
572,2,28,1995,5,2,2,0,,1,1,1,3,4,9,8,38.0,507,2013,4,0,0,2024
573,1,58,1965,5,2,2,0,,1,1,1,7,3,10,8,42.0,340,1996,4,0,0,2024
574,2,58,1965,5,1,1,2,3.0,1,1,1,10,4,6,8,35.0,369,1996,4,0,0,2024
575,2,61,1962,5,1,2,0,,1,1,3,7,3,4,3,39.0,520,1999,3,0,0,2024
576,1,30,1993,5,2,2,0,,1,1,2,2,6,7,8,42.0,226,2011,2,0,0,2024
577,2,45,1978,5,1,1,2,13.0,1,1,2,8,7,4,2,44.0,220,1996,4,0,0,2024
